0.000000 0.000000 0.000000
0.007812 0.000000 0.007874
0.015625 0.000000 0.015871
0.023438 0.000000 0.023993
0.031250 0.000000 0.032242
0.039062 0.000000 0.040619
0.046875 0.000000 0.049125
0.054688 0.000000 0.057762
0.062500 0.000000 0.066531
0.070312 0.000000 0.075434
0.078125 0.000000 0.084473
0.085938 0.000000 0.093649
0.093750 0.000000 0.102964
0.101562 0.000000 0.112419
0.109375 0.000000 0.122017
0.117188 0.000000 0.131757
0.125000 0.000000 0.141644
0.132812 0.000000 0.151677
0.140625 0.000000 0.161858
0.148438 0.000000 0.172191
0.156250 0.000000 0.182675
0.164062 0.000000 0.193313
0.171875 0.000000 0.204107
0.179688 0.000000 0.215058
0.187500 0.000000 0.226168
0.195312 0.000000 0.237440
0.203125 0.000000 0.248874
0.210938 0.000000 0.260473
0.218750 0.000000 0.272239
0.226562 0.000000 0.284173
0.234375 0.000000 0.296278
0.242188 0.000000 0.308555
0.250000 0.000000 0.321006
0.257812 0.000000 0.333634
0.265625 0.000000 0.346440
0.273438 0.000000 0.359427
0.281250 0.000000 0.372596
0.289062 0.000000 0.385949
0.296875 0.000000 0.399489
0.304688 0.000000 0.413218
0.312500 0.000000 0.427137
0.320312 0.000000 0.441249
0.328125 0.000000 0.455556
0.335938 0.000000 0.470061
0.343750 0.000000 0.484765
0.351562 0.000000 0.499671
0.359375 0.000000 0.514781
0.367188 0.000000 0.530097
0.375000 0.000000 0.545622
0.382812 0.000000 0.561357
0.390625 0.000000 0.577306
0.398438 0.000000 0.593471
0.406250 0.000000 0.609853
0.414062 0.000000 0.626457
0.421875 0.000000 0.643283
0.429688 0.000000 0.660334
0.437500 0.000000 0.677613
0.445312 0.000000 0.695123
0.453125 0.000000 0.712866
0.460938 0.000000 0.730844
0.468750 0.000000 0.749060
0.476562 0.000000 0.767518
0.484375 0.000000 0.786218
0.492188 0.000000 0.805165
0.500000 0.000000 0.824361
0.507812 0.000000 0.843808
0.515625 0.000000 0.863509
0.523438 0.000000 0.883468
0.531250 0.000000 0.903687
0.539062 0.000000 0.924168
0.546875 0.000000 0.944915
0.554688 0.000000 0.965931
0.562500 0.000000 0.987218
0.570312 0.000000 1.008780
0.578125 0.000000 1.030619
0.585938 0.000000 1.052739
0.593750 0.000000 1.075142
0.601562 0.000000 1.097832
0.609375 0.000000 1.120812
0.617188 0.000000 1.144085
0.625000 0.000000 1.167654
0.632812 0.000000 1.191522
0.640625 0.000000 1.215693
0.648438 0.000000 1.240169
0.656250 0.000000 1.264955
0.664062 0.000000 1.290053
